restaurant_name,restaurant_url,restaurant_phones,restaurant_reviewers_name,restaurant_reviewers_selection1
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Dean C.,"1/12/20
Not that I paid particular attention, but from memory it seemed like Pink Door has been all over my Yelp feed since forever--I think every foodie that lives in Seattle, or has been to Seattle, has Yelped this place. So, I had to...
But for those that aren't from Seattle, or I guess I should say for those from California cause I heard other states have similar, but it appears many restaurants, even the really popular ones are REALLY REALLY REALLY hard to find. Like I tried to get to this popular bar the next day and it was on the 2nd or 3rd floor with NO SIGNS outside the building. Really no way to know how to get there without being told...
and yeah, so Pink Door is one of those. First, it's in an alley. Luckily the GPS does hint at that. BUT, I spent the longest time trying to find the entrance cause there's NO SIGN outside, and THERE IS NO PINK DOOR (unless I'm color blind?) The door IS NOT PINK. So, if you see this plain door but hear some trance or other form of electronica, this is probably the place, so you can open the door.
Yeah, so trance... when I walked in, there was a girl hanging from the ceiling on a rope, dancing in the air like a ballerina, accompanied by some trance. So, it's a mostly-traditional Italian restaurant food-wise, with an extremely modern vibe. Interesting.
Food though is above average but not particularly great...
1. Pink Door Mocktail (Non-Alcoholic) $8 ""bartenders seasonal creation"": Don't. Unless you wanna pay $8 for a lemonade. Mocktail my ass. 1/10
2. Cup of Riobolita $10 ""the traditional Tuscan vegetable & bread soup w/ cannellini beans and parmigiano reggiano, a wooden spoon should be able to stand up in the pot"": I did try to stand a spoon in it... and waddya know, it fell but got pretty close. I think if it were a normal sized spoon it might have done it! Think of this soup as a vegetable stew, with just a little but of French onion topping. As for the ""bread soup"" part, I'm not sure where the bread went--maybe as a thickener? Anyway, it was okay, but not particularly special. 6/10
3. Cioppino Pink Door $27 ""prawns, rock fish, mussels, clams and clamari in a spicy tomato and white wine broth"": Compared to others I've had, the soup here is pretty thin and super peppery, though I did enjoy the abundant seafood flavor. It's also served piping hot, which was nice compared to other restaurants. The mussels were tiny, but cooked absolutely perfectly with super plump flesh. The fish was just okay--not dry but definitely not moist. Shrimp was good and still crunchy, but not really what I'd expect of ""prawns""--they're just the same shelled, curled shrimp you see in standard Chinese food. Strangely, there was absolutely no carbs served??? No toast, no nothing. Weird huh? 6/10
4. Flourless Chocolate Cake $11 ""port wine, poached seckel pear, pomegranate port sauce"": Well, this is NOT a cake--but the waiter did warn me, so I guess I can't fault them too much for the false advertising. It's basically a chocolate bar of gaunache (fancy word for semi-soft chocolate) with a braised pear on top. I did like the tart sauce that was packed with berries, but otherwise there wasn't much to this dessert. But I suppose, if you're a true chocolate lover it might float your boat. 6/10
I am really tempted to give them brownie points for just being really cool, but honestly I wouldn't go back cause the food wasn't worth a second visit and I'm sure there are less fancy but better tasting Italian restaurants in Seattle, so...
(but I do think you should come here once sooner or later just to experience how weird and modern a ""traditional"" Italian restaurant can be while still being ""cool"" and without being annoying.)
Oooooooooooooooooh f it.... I guess it's worth a special visit just cuz... (but seriously, the food is just a 3)
4/5
#seattle #bymyself #traditionalitalian #italiancuisine #italianfood #moderndecor"
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Jessica M.,"Came here for my birthday and I had the perfect experience. They had no more available reservations but accept walk-ins. We read from previous yelp reviews to expect a wait so we stopped by a little earlier to put our name and number down. We were told a 45 minute wait and our table was ready for us by the time we made our way back.
For starters, we ordered the Crostini Ai Funghi (mushroom on grilled toast). The mushrooms were flavorful and the toast was crispy! I love Linguine alle Vongole so this was a must. Definitely the highlight of the meal. Clams were fresh and the linguine was cooked to perfection.
Although the place was packed with people, our attentive server was able to bring out our meals quickly. This is a great restaurant for date night or hanging out with friends. Highly recommend - just try to make reservations beforehand."
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Jennifer K.,"This was probably one of my top favorite dining experiences in all of my travels. My husband's friend had mentioned this place, otherwise we would've had no idea and weren't planning on eating here. It's actually pretty hidden and you definitely need reservations, which I managed to get pretty last minute (visiting off season in January). The interior is very unique, it has an art deco/1920's vibe which I love. They actually have live trapeze artists on weekends, they perform above you while you eat. Unfortunately we missed that being a weeknight, but it was still a very entertaining evening. They had live jazz performers, and the atmosphere is just so lively. It has a beautiful view of the water if you're lucky to sit in the back area.
The food was delicious! We had Lasagne with besciamella, pesto, & marinara *new york steak with twice baked potatoes *caesar salad with crab and *maple creme brulee."
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Katie Y.,"God, I just love this place. The first time I came here was for my 16th birthday (quite a few years ago.. yikes), and the last time I came here was over 10 years later. It's just as good, if not better, than I remember it.
We came here right when it opened on a weekend, put our name in and got seated maybe 30-45m later. I'd recommend making reservations in advance if you can. The restaurant is a little hard to find the first time, walk down Post Alley and literally look for an unmarked pink door. Inside, it's surprisingly big with high ceilings as you walk down and start to realize how eclectic and funky it is inside.
The hype is so real about this place. We ordered charcuterie (both meat and cheese boards) and both were fantastic. The pastas did not disappoint, the risotto basically tastes like butter.. but in pasta form, if you're into that (butter, that is). Honestly, everything I've ever tasted here has been nothing short of amazing. If this place weren't so hard to get to (in an alley of Pike Place), hard to find parking, and hard to get reservations/a table, I probably wouldn't wait so many years between visits."
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Douglas R.,"The Pink Door is straight fire.
Background: In Seattle for a weekend getaway with my wife this place came on my radar. We had wanted to eat here on previous trips but didn't make it. I knew this place must be the real deal because we couldn't even get a reservation for the Sunday of MLK weekend. Surrounding days only had reservations for like 9 oclock or later. Reminds me of The House of Prime Rib in San Francisco in terms of difficulty of getting a reservation.
The Wait with No reservations: We showed up at 8 and were seated by 9:15 at a great table in the lounge. While we were waiting we scored a couple of seats at the bar and had drinks. Time went by fast as we enjoyed our drinks. Bartenders were super friendly and accommodating. My wife can't have gluten and they were awesome about making her a lemon drop with a grain free vodka.
Ambiance: One of the coolest most unique places I've ever been. Great live entertainment, dim lighting perfect for a date night.
What we ordered: Drink wise we went with a lemon drop and an old fashioned (2). Great drinks.
Winter Risotto: My wife ordered this and really enjoyed it. It comes gluten free too which she was super excited about.
Lasagna: Man this was a straight smoke show. Damn it was delicious. Mind blown.
Mixed Greens: Solid standard with a vinaigrette dressing.
Service:Great all the way around.
Bread:Complimentary bread before the meal. So nice that they had gluten free bread for us.
Prices: I felt like they were super reasonable for the quality of food and experience you get here.
Final Thoughts: Such a great night out. Thanks Pink Door. If you can't get a reservation don't let that stop you. Show up about an hour before you would have made your reservation time and just grab a bar stool. Have a drink and take it all in."
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Lisa E.,"There is a reason The Pink Door has so many great reviews, it is pretty fabulous. Is it a bit touristy and right near the fish market? Yes...but it is not just a cliche tourist joint. The Pink Door has great food and atmosphere! I have never had a bad thing here.
If you like oysters, get their oysters. They are delicious, and I love their peppery vinaigrette mixture that comes with it and the presentation is lovely.
I have had their seafood specials, pasta specials and just salads here and have never been disappointed. My customer once had a risotto here that she said was a bit bland, but other than that I cannot think of any complaints.
The bar makes fabulous drinks, and they have a great variety of unique liquors. The entertainment is what I believe the Pink Door is known for, and the hostesses do a great job trying to accommodate all patrons trying to see the stage. The atmosphere is grand and a bit over the top as you would expect. In general this is great for a cozy date, or even a lively business dinner. All clients and colleagues I have brought to the Pink Door have not been disappointed."
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Tazeen L.,"Great spot with a fun atmosphere, great views, occasional music and good food... came in without a reservation and had a 1.5 hr wait for a table for 3 on a Saturday night. Service was friendly and helpful, ended up sharing a few things:
-lasagna- recommended by waiter and definitely the winner - great balance of ingredients, well seasoned, everything you want out of cheesy comforting plate of pasta
- cioppino- seafood was fresh & tender, could have had more variety (mainly mussels and shrimp). Broth was light, could have used more seasoning
- pappardelle- noodles were al dente, ragu was good
Overall good spot if you can get a reservation..."
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Ce O.,"Came for our last supper in Seattle. We had Spiced Wine and The Butler to drink. To eat, I had the pappardelle bolognese. My partner had the lasagna. Both dishes were delicious but we could have used several more bites of each. I imagine that they don't make the main entrees larger so that you'll buy dessert. However, we don't eat sweets so we left feeling unfulfilled. The entertainment was a delightful added bonus, though. To get the full enjoyment of the experience, I'd recommend requesting cornered seating, so that half the party's backs aren't to the performer. Otherwise, give it try!"
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Stephen C.,"Arguably the most famous Italian restaurant in Seattle. After visiting I can understand why it sometimes can take months to get a reservation at this establishment. The Italian cuisine is on point and the service is impeccable. The restaurant seating is split between a lounge type of seating and a main dining room. We we were unable to get seating within the main dining room and sat in the lounge seating - personally we enjoyed it very much and it was very fitting for lunch. I would not let the unavailability of main dining room deter you from visiting the restaurant.
For drinks, we opted for the freshly squeezed mimosas. It was very well prepared. For appetizers, we ordered a side salad, which was amazing, the perfect amount of dressing and the presentation was great. We also ordered a dozen of the few oysters. As expected the oysters were very fresh and the accompanying mignonette sauce was perfect.
For the main entrees, we opted for probably the most popular dish on the menu, the clam pasta (linguine alle vongole) and also an order of the bolognese pasta. Hands down maybe the best bolognese I have had outside Italy. The clam pasta was also superb, loaded with fresh clams, and with the perfect amount of wine sauce. On a side note, we really appreciated how the restaurant made special arrangements to prepare a children's portion of the bolognese and they were able to plate it earlier than the rest of the meal.
Finished the meal off with an spritz, which would highly recommend for a brunch.
Overall, very pleased with the dining experience at Pink Door. It is no wonder why this restaurant continue to top the list of most popular restaurants in Seattle."
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Natalie K.,"This is a great Italian spot in Post Alley, it's a little hidden with the Pink Door... come early cause wait time usually is anywhere to 1-2 hours. And reservations are booked 60 days in advanced. You might get lucky and snag a seat at the bar
It's a cozy restaurant with dim lighting. Every night they do have live music/ entertainment.
We had a great server, he notified us that the menu changes every week/ holiday season so the pictures that you see you may not be able to order on the menu
To drink we started with Hennessy Sidecars ... can never go wrong
The Pink lasagna... sensational it didn't have meat but the sauce was impeccable and something like you probably have never tried before
The scallops were perfectly seared and crushed with potatoes and a sautéed spinach
The next dish was a Bellachini with Italian sausage... it was a little dry but still yummy with a cheese bite to it.
For desert we had a gelato tri and a chocolate cake with a chocolate coated pear... very rich but nice way to finish dinner off"
The Pink Door,https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food,(206) 443-3241,Clarissa K.,"This place I had bookmarked by recommendations from my fellow Yelp friends. I should have prepared better as it was truly hard to find located near Pike Place Market on a path that was a back alley. I did not realize that the door is truly a pale pink and in the dark the only way you will know you arrived. But it added to this great find and mysterious local and surroundings. Once inside you feel like you are in London in a hidden location in a basement.
So the wait for a table would be an eternity especially on a Wednesday cold dank evening in November. Luckily there was two seats at the bar so that is where we had our dinner. The menu was unbelievable like reading a poem each one you wanted to try. We sat next to all the regulars they seemed so happy. Great place it truly is one of a kind. We started with a anchovy dip with raw veggies. It was interesting as well as delicious. The main course I shared with my colleague any menu loses me when I see pappardelle noodles with Ragu a la Bolognese sauce. OMG to die for! We had a nice wine to compliment the meal as well as made it warmer before entering the cold Seattle night air. Grand Marnier Panna Cotta with fresh figs for a sweet ending
Will definitely return on my next visit to Seattle."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Joey J.,"Worth the hype. Great mix of flavors on all the dishes. The pasta was my favorite, but the sleeper may be the onions stuffed with sausage. Those were unreal and were generally eaten in one bite.
Cocktail list wasn't too expansive but they had something for everyone. Wine list is extensive and the atmosphere is pretty intimate. We had 5 pm reservations on a Tuesday and the place was packed by the time we left around 7.
Beef cheek was fork tender and dissolves in your mouth."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Trang L.,"This restaurant is a must try if you are in Seattle! The hand-cut egg noodles tasted so fresh and perfectly al dente. The pork and beef ragu on top of the egg noodles were good, but a little bland for my taste. I've never had a cabbage salad that tasted so good. The prosciutto and egg added great texture and blended well with the crunchy cabbage. I'm not sure what kind of dressing was used, but it was delicious. The trout was crispy and full if flavor. Finally, the prawn risotto was amazing and a must try! I was so full and didn't have room for dessert.
Restaurant is small and intimate. Service is great!
I would rate this restaurant a 4.5 if I could and would come back again."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Stephen K.,"Summary: If you solely come here for a specific pasta dish, you will leave satisfied. But everything else is as unmemorable as it gets- from the service to the house bread to the dessert to the $30 trout (more on this later).
Elon Musk. Stephen Curry. Bill Gates. The Backstreet Boys. What do these transcendent cultural icons all have in common you ask? They went against the grain. Against popular belief. And that is what I must do in saying, aside from one pasta dish, Spinasse is an average restaurant. To say I was hyped to have snagged a reservation on a weeks notice in one of the hardest restaurants to book in the city would be an understatement. And ya know, maybe the high expectations I came with me doomed my experience from the start so I'll take some culpability in the an overall experience that was just really average.
Nestled on the outskirts of Cap Hill, Spinasse exudes a romantic, intimate vibe from the moment you walk in. So at this point I'm thinking okay, this is my last meal with my significant other before they leave Seattle, and we gonna go out with a bang! Spinasse said nah, check yo self.
SIDE NOTE: It's a huge pet peeve of mine when restaurants try and make their menu a version of Webster's Dictionary Word of the Day that us peasants can't understand. Degustanzione, braciola, guancia, tajarin, barbabietole, who knows what these mean! Smh. But I suppose the Italian adds a flare to the authenticity and I'm probably just being dramatic since at least there are descriptions.
We ordered:
1. Tajarin con burro salvia (4/5 Stars) $15 small portion: The ICONIC hand cut egg pasta with butter and sage was light and flavorful. And it also tasted exactly like the Butter and Sage Gnocchi from Trader Joe's. The dish could have perhaps used a little bit more kick, but nonetheless I enjoyed it and marveled at the texture of such finely cut thin noodles. I've never quite eaten a noodle like that, and this brother has had a lot of noodles believe me.
2. Tajarin al ragu (5/5 Stars) $28 large portion: This dish was exemplary. The pork and beef ragu perfectly complimented the egg pasta, and even tasted a little sweet. And honestly, for all my asian noodle folks out there, the first thing I thought of was this meat tastes exactly like the mince pork of Rou Zhao Mian!!! Just Italian style. So that's probably why I loved it so much.
3. Agnolotti dal plin (3/5 Stars) $16 small portion: This is where the meal started going downhill. The agnolottis were absolutely tiny and filled with beef and pork. And while it didn't taste bad, the agnolottis were drowned in shaved cheese and left you feeling simply unsatisfied. I felt like I had to ration every one which was eaten in a half a bite because there were so few and each was so small. Granted we did get the small portion, but if you are looking to get the best bang for your buck, this ain't it.
4. Trota (2/5 Stars) $30: I almost fell out of my chair when this came out. Imagine a rectangle in your head, and and add a little fish tail to the end of it. That's exactly how the trout came out. I appreciated the fact that all the bones were plucked out, and the salsa of sage and golden raisins underneath was quite good- but the star of the dish is supposed to be the trout and it was so unmemorable. It had little to no flavor, and the presentation of a rectangle + tail left much to be desired. I was upset I didn't order another large of the tajarin al ragu with Trout money.
5. Torta al cioccolato (2/5 Stars) $11: The table beside us ordered this dish, and it looked SO APPETIZING. Plus I was desperate to salvage the meal and end it on a high note. And while the dark chocolate cake with buttercream wasn't bad, it wasn't good either. It tasted like a chocolate cake. It wasn't moist inside, but it was rock hard either. Nothing made me want to eat more, and I ate it out of the immigrant mentality of no food wasted upon which I was raised.
I would come back for the beef ragu, but that is it. I will also say our server again wasn't rude or bad, but she also didn't enhance the overall experience. She seemed a little disinterested and went through the motions, and did not provide genuine, heartfelt hospitality. Of course, we aren't entitled to amazing service by any means, but when a restaurant does have that amazing hospitality, it adds so much to the experience.
TIP: For $105/person, Spinasse has a deal where the table shares every single appetizer, pasta, and main entree dish on the menu (slightly smaller portions but still a good deal)."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Ellen C.,"Wow, their pastas are really really delicious. The noodles are really thin which really brings out the flavor. Based on the yelp reviews, we ordered 2 half order pastas (the ragu and the butter/sage), a kale dish, and the onion stuffed with meat. Everything was delicious and between the 2 of us, we were absolutely stuffed.
I loved that they offered reservations for a Saturday evening at 6:30PM. I also did make the reservation about 1 month in advance. Parking was really easy since it was an early dinner, and was able to find street parking right next to this restaurant."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Ivy L.,"My friend loves this place and was absolutely adamant that we do our annual girl's holiday dinner here this year - so much so that even though the restaurant was booked, she called and left a message and was able to secure a reservation for us weeks in advance. I wasn't going to argue, I love pastas and homemade pastas are the absolute best! We had reservations during the holidays for a table of 5, and everything was set up and ready for us when we arrived. Parking wasn't horribly bad since it was on the outskirts of Capitol Hill, not in the mist of all the bars/restaurants/busy areas. We were able to find decent street parking quickly on a Friday night at 8pm. The restaurant itself is small and can be easily missed cause we definitely walked right passed it and had to turn around and walk back! It is a tiny little entrance right next to Altura, if you pass Altura by a lot, turn around! The is a double door leading to the interior to block out the wind, which is a nice touch. The interior is rustic and lightening makes it look like a candlelit tavern. The only complaint I had was the chairs - they were so so uncomfortable, it actually took away from my dining experience cause of how sunken the woven seats were and how erect the back was - please get new chairs!
Our server was quick and super friendly. We ordered a round of drinks, the Aperol Spritz was light and refreshing. We ordered 1 appetizer, 3 pastas, a main, and 2 sides to share between 5 girls and I thought the portions were definitely small. We were an ok full, but definitely not stuffed and could have maybe used a bit more food. The large pasta dishes were indeed on the smaller side, especially for the price. With that said, the pastas were good. We ordered the Agnolotti Dal Plin - little small pillows of delicious goodness. The tiny pillows were stuffed with such a flavorful concoction of meats and cheeses, beef and pork filled Agnolotti with a Double Brodo and Marjoram goodness to be excact. They were a burst of flavorful and the pasta was perfection (5/5). We also ordered the Tajarin con Burro e Salvia - basically a butter and sage pasta. Super simple but so much flavor. The tajarin pasta is Cascina Spinasse's signature dish - the super thin pasta is rare in most restaurants and Spinasse does it well. Lovely flavors of butter and sage, definitely the perfect ratio (5/5). And lastly, for the pastas, we ordered the Tajarin al Ragu. Again, an amazing ragu sauce with the right amount of cheese and the thin tajarin that just lets the sauce speak for itself. Delicious, albeit slightly on the salty side, just slightly. (5/5). My favorite dishes were indeed the pastas here - we also had two sides of kale and brussel sprouts - nothing to rave about there but a bit of greens to add to our carbo loading! The server recommended the Cipollini Ripiene - Roasted Cipollini Onions Stuffed with Beef and Pork Sausage with Toasted Pine Nuts and a side of bread as an appetizer and it was delicious! We had a friend who doesn't like onions but the mixture was cooked so well, you can't even taste the onions cause of the stuffed sausage. A good spread for the bread service (5/5). I also loved the amuse bouche, complimentary of the chef, the butter and anchovies toast was the most delicious mix and I would never think to serve butter with anchovies on top. Yum yum yum! I wish we could've ordered this dish alone. And our last dish was the special of the night, Pork Belly with Potatoes. The pork belly was tender and flavored well, though it wasn't my favorite dish of the night. The restaurant definitely stands out cause of the pastas!
Overall, good experience and lots of delicious dishes. Pastas, amuse bouche and appetizers were all fantastic. The sides and pork belly fell a little short, though definitely not bad by any means. For dessert we had the tiramisu and the panna cotta - by far the best panna cotta we've had in a long time. The tiramisu was in a small jar and was just ok - I think the panna cotta just stole the show! Service was good, ambiance homey, but chairs need to be replaced for comfort!"
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Jun Li Z.,"Came here solo as I had always wanted to try this place out - it was in December. Sat at the bar and the waiters and waitresses alike were all friendly. There was one waiter - I forgot his name but he was super nice!
Service: Terrific and professional - almost fine dining-like.
Food: Ordered the appetizer - squash with bacon and nuts on it; thought I'd needed this one because I assumed the pasta wouldn't be enough. It was yummy but I actually didn't like squash as much. Ordered the beef ragu pasta and OMG it was toooooo good! I would order this again and again. I heard the butter and sage was also delicious!
Pricing: Be prepared to spend a bit more than your usual fare for dinner or lunch. This place is pricey - their service and quality of food makes up for it as they should if they are going to charge that much.
View from the Bar: If you are on a date or just traveling solo - I recommend sitting by the bar. I really enjoyed watching the workers make the pasta live! It was so fun to watch! You get to see them cut the noodles and slice and dice it. They seemed like perfectionist and made sure all of them were equal in size!"
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Sheryl K.,"I want to start by saying that this is my most favorite Italian restaurant in Seattle. I've tried many pasta places in the city, but Cascina Spinasse is my go-to. I even designated this spot to be my birthday dinner restaurant!
I am absolutely obsessed with their butter sage pasta. I don't know what it is about this dish, but it's so delicious. I could literally eat this every day.
I've had several dishes that I thoroughly enjoyed, but the butter sage pasta is what always stands out and what keeps me coming back. I don't think I've had anything that I didn't enjoy here. They also have amazing desserts. The last dessert I had was their tiramisu. I'm not a huge tiramisu fan, but I enjoyed theirs. It was so flavorful and delicious.
The only thing that bums me out about this place is that it's so popular and sometimes challenging to get a reservation in. Sometimes we go as early as possible to see if we can get bar seating. It's usually a hit or miss, but if they can fit us in, I'm generally down to wait for them to clear up some space.
If you're into delicious, freshly made pasta like me, you need to come here! But I highly recommend calling ahead to see if you can get a reservation. Otherwise, try getting there really early when they open for dinner to see if they can fit you in."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,I L.,"Everything was good.
Would order again by deliciousness:
Agnolotti
Onion stuffed sausage
pasta tajarin el ragu
The egg with cheese fondue was a bit too heavy for us. We ordered tajarin butter and sage a few years back - it was way too salty. Not sure if it was just an off night.
Service was exceptional."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Jennifer O.,"I made a reservation for Spinasse four months ago and due to conflicts that kept coming up, I had to bump the reservation twice. I was so excited to come here with my hubby for date night last night and must say kudos all around.
Food: we usually splurge when it comes to date night and spared no expense at Spinasse. We ordered two small pastas, two entrees, a side of veggies and two desserts. We ordered the butter sage tajarin and the the agnolotti. The portions were definitely small which was perfect for shareable dishes. The tajarin was rich and buttery and kind of had this melt in your mouth aspect to it. It was good but i would likely get the version with meat my next time around. I'm a gal who likes meat. Then came out entrees. Hubby got the beef cheek dish and I got the trout. I was dumbfounded when what looked like an entire fish arrived in front of me - skin , tail and all! I was expecting a filet and that was def not what I got. It honestly didn't look appetizing at all but was well seasoned and damn delicious when I got into it. Hubby loved his dish as well. I liked how the flavors of both of our dishes were complex but yet light at the same time of that makes any sense. It was a sophisticated delight to eat. We had sautéed kale with our meal and while it was good, it was honestly a little too salty. Then came dessert. Hubby got the apple tart and I got tiramisu. Both were BOMB. The tiramisu was rich and creamy, so good. Highly recommend both! We left extremely satisfied!
Service: the food at Spinasse is 4.75 stars but the service tips it to 5 easily. As mentioned, we had a reservation for 6:45pm on Friday night. We arrived at the restaurant at exactly 6:45p and was seated IMMEDIATELY. So many restaurants fall short of this gold standard unfortunately. In addition to be being seated promptly, we were also tended to frequently and the wait staff was extremely friendly and knowledgeable.
Atmosphere: small cozy classy restaurant but sans the 'tude. I can dig it. The restaurant is lively without being loud. Most patrons were on intimate dates and this is perfect spot for it.
Overall: excellent date night spot. Excellent food. Will return absolutely."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Rio D.,"Precaution: I'm very picky in general when it comes to food. I have very delicate pallet and I've traveled abroad a lot and gone to many restaurants. Especially when it comes to Italian, I tend to be a bit unfair because I'm used to Italian-Italian (lived there and visited many times.) So I should say maybe they are five but I just miss the authentic Italian. So four star. But everything else is good. Nice restaurant, service, menu, atmosphere, hip and trendy. Perfect for date night."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Alina H.,BEST DINNER EVER. Max was our waiter and was so knowledgeable and fun! He asked us lots of questions and helped us pick so many perfect courses. Service was insanely quick and some of the best Italian food I've ever had (outside of Italy)! Go go go go so worth it.
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Michael P.,"One of the first Italian stops in Seattle: @spinasseseattle
Get a reservation because seats are definitely hard to come by! If I were to recommend anything, the pastas are phenomenal. STICK WITH THESE. You cannot go wrong. Be blessed. Both tajarins are staples of the restaurant and are the only pastas that do not get changed on the menu.
1. Antipasto misto della casa: uva con gorgonzola (fresh grapes with Gorgonzola piccante, hazelnuts, chicories, and parmigiana-filo crisps), vitello tonnato (poached veal loin with tuna maionese, parsley, and fried capers), insalata di peperoni (roasted peppers with chickpea purée, boiled egg, and anchovies), and prosciutto di Parma (pio tosino 14-month aged prosciutto with fresh melon)
2. Tajarin al ragù: fine hand-cut egg pasta with pork and beef ragù
3. Agnolotti dal plin: beef and pork filled agnolotti with double brodo and majoram
4. Pancetta ripiena: prosciutto-stuffed pork belly with roasted marble potatoes and rosemary
Tongue? Blessed."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Madeline C.,"Absolutely wonderful experience, including the food, service, and atmosphere. We made a reservation which was a good choice as our table was ready right when we arrived. I loved the warm, cozy Italian ambiance. We had the stuffed pearl onions (cipollini ripiene) as an appetizer which melted in our mouths with every bite. Then, we split the pasta dish tajarin al ragu, which was very rich and delicious, along with a side of the Zucca (I was skeptical of squash but it was very good and filling with yummy nuts and and Parmesan on top). Definitely a bit pricey but so wonderful for a special occasion or date night!"
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Derek B.,"I had high expectations going into this, and I was not let down. I get nervous when I have to give a credit card in advance for a reservation, but I was dedicated and ready to commit. This place had been on my list for a while. OpenTable only had reservations very late in the evening, and when we called via phone (the horror!), they were able to accommodate seating us earlier, which was amazing because I was exhausted.
It has a dark ambiance. I don't know what rustic actually means, but maybe it was that? The table was ready and set up when we got there, so that was appreciated. The server was very cool. And that didn't prevent him from being very polite and providing excellent service throughout the meal.
The bruschetta was not what I typically think of when I think of bruschetta but it was amazing. The tajarin is one of their staple things, and I enjoyed that. The cavatelli with braised beef short rib ragu was definitely to the next level goodness. At this point in ordering food, I was nervous that I wouldn't be able to eat more, but somehow that wasn't an issue when the food came out and ordering the pancetta was not a mistake.
We ended the meal with this chocolate torta thing that was so balanced - it wasn't too heavy or overly chocolately. And the grappa pairing that they recommended was so on point.
I will definitely be coming back. I appreciate the great service, the recommended pairings worked really well, and all of the dishes that were ordered were consistently excellent."
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Thao N.,"Finally got the pleasure to come here to try out their famous butter & sage pasta. One of those small, intimate settings with the dim lighting that I appreciate, but that means no photos for you guys;) The plates looked tiny, but is actually very filling so I recommend you getting a few of the half size pastas for more variety.
Going back to the butter & sage pasta, literally all my clients have been raving this so I've had it on my radar for a while now. I think they used actual angel hair because it was magical. It's one of those food porn moments, where it enters your mouth and might explode from all the bomb flavor.
Highly recommend coming here for any special occasion; birthdays, anniversaries, death of evil boss, or if you're a foodie like me and love exploring new places on a random Tuesday to avoid crowds, although this popular spot is busy all the time.
Tell me about your experience if you've been here or is going to after reading this review:)"
Cascina Spinasse,https://www.yelp.com/biz/cascina-spinasse-seattle?osq=Italian+Food,(206) 251-7673,Spat S.,"Top food and service. Sat at the bar on a Friday night, great atmosphere and could see the pasta being freshly made in the kitchen. Our server was friendly and knowledgeable about all the dishes. Wines were amazing. Highly recommend the butter pasta staple, the ragu was also nice but didn't love it as much. Would definitely come back!"
